state,county,cat_1_count,cat_2_count,cat_3_count,cat_4_count,cat_5_count,hurricane_count,tropical_storm_count,extratropical_system_count,tropical_depression_count,low_count,subtropical_depression_count,dissipating_storm_count,current_cases,current_deaths,previous_cases,previous_deaths,2019_population,change_in_case_ratio,change_in_deaths_ratio,storm_composite,km_cluster,dbs_clusters,latitude,longitude,coordinates
Georgia,Lumpkin,0,0,0,0,0,0,0,1,1,0,0,0,357.0,6.0,309.0,6.0,33610.0,142.8000000000001,0.0,1,3,0,34.5813972,-83.9744262,"(34.5813972, -83.9744262)"
Georgia,Dade,0,0,0,0,0,0,0,0,1,0,0,0,129.0,1.0,114.0,1.0,16116.0,93.0,0.0,1,3,0,34.9109017,-85.47880649999999,"(34.9109017, -85.47880649999999)"
Georgia,Banks,0,0,0,0,0,0,0,0,1,0,0,0,275.0,4.0,246.0,3.0,19234.0,150.79999999999995,5.199126546740148,1,3,0,34.378542,-83.46435509999999,"(34.378542, -83.46435509999999)"
Georgia,Forsyth,0,0,0,0,0,0,0,0,1,0,0,0,2357.0,24.0,1984.0,22.0,244252.0,152.70000000000005,0.8188264579205085,1,3,0,34.2358502,-84.14351359999999,"(34.2358502, -84.14351359999999)"
Georgia,Franklin,0,0,0,0,0,0,0,0,1,0,0,0,416.0,6.0,381.0,5.0,23349.0,149.9000000000001,4.282838665467472,1,3,0,34.3645724,-83.2077645,"(34.3645724, -83.2077645)"
Georgia,Bibb,0,0,0,0,0,0,0,0,0,1,1,0,3715.0,71.0,3265.0,62.0,153159.0,293.79999999999967,5.8762462538930125,0,0,0,32.7865735,-83.7199136,"(32.7865735, -83.7199136)"
Georgia,Cobb,0,0,0,0,0,0,0,0,1,0,0,0,14006.0,323.0,12135.0,304.0,760141.0,246.19999999999985,2.499536270244599,1,0,0,33.8999297,-84.56414699999999,"(33.8999297, -84.56414699999999)"
South Carolina,Barnwell,0,0,0,0,0,0,3,0,0,1,0,0,431.0,7.0,372.0,5.0,20866.0,282.7999999999999,9.584970765839165,3,0,0,33.279925,-81.47183869999999,"(33.279925, -81.47183869999999)"
South Carolina,Richland,0,0,0,0,0,0,11,1,2,0,0,0,8917.0,154.0,8173.0,143.0,415759.0,179.00000000000026,2.6457635312765326,13,1,0,34.0412165,-80.9428911,"(34.0412165, -80.9428911)"
South Carolina,Darlington,0,0,0,0,0,0,9,1,2,0,0,0,1335.0,36.0,1151.0,33.0,66618.0,276.20000000000005,4.503287399801856,11,1,0,34.3649897,-80.0087746,"(34.3649897, -80.0087746)"
South Carolina,Orangeburg,0,0,0,0,0,1,10,2,2,0,1,0,2450.0,68.0,2257.0,60.0,86175.0,224.0,9.283434870902234,12,1,0,33.5635155,-81.0754657,"(33.5635155, -81.0754657)"
South Carolina,Williamsburg,2,0,0,0,0,2,10,4,1,1,0,0,1026.0,31.0,947.0,29.0,30368.0,260.1999999999998,6.585879873551106,13,1,0,33.62936060000001,-79.6502105,"(33.62936060000001, -79.6502105)"
South Carolina,Edgefield,0,0,0,0,0,0,3,2,0,0,0,0,338.0,7.0,292.0,6.0,27260.0,168.70000000000005,3.668378576669112,3,3,0,33.8015886,-81.9534815,"(33.8015886, -81.9534815)"
South Carolina,Lee,0,0,0,0,0,0,2,2,4,0,0,0,559.0,29.0,532.0,27.0,16828.0,160.4000000000001,11.884953648680769,6,3,0,34.1630345,-80.23213129999999,"(34.1630345, -80.23213129999999)"
South Carolina,Clarendon,1,1,0,0,0,2,10,2,2,0,1,0,859.0,53.0,793.0,50.0,33745.0,195.59999999999994,8.890205956437992,14,1,0,33.6734243,-80.1875065,"(33.6734243, -80.1875065)"
South Carolina,Marion,0,0,0,0,0,0,1,2,1,0,0,0,560.0,13.0,527.0,12.0,30657.0,107.70000000000003,3.261897772123822,2,3,0,34.0879705,-79.33528989999999,"(34.0879705, -79.33528989999999)"
South Carolina,Jasper,4,0,0,0,0,4,5,1,3,0,0,0,609.0,17.0,537.0,13.0,30073.0,239.39999999999984,13.300967645396204,12,1,0,32.491436,-81.0754657,"(32.491436, -81.0754657)"
South Carolina,Beaufort,2,2,0,0,0,4,2,2,1,0,1,0,4194.0,57.0,3742.0,50.0,192122.0,235.29999999999995,3.6435181811557236,7,0,0,32.2860396,-80.7214417,"(32.2860396, -80.7214417)"
South Carolina,Dorchester,1,0,0,0,0,1,4,1,3,1,0,0,3113.0,50.0,2855.0,40.0,162809.0,158.5,6.142166587842195,8,1,0,33.1680383,-80.54384499999999,"(33.1680383, -80.54384499999999)"
South Carolina,Berkeley,4,0,0,0,0,5,13,0,8,2,0,0,4272.0,68.0,3965.0,61.0,227907.0,134.70000000000005,3.0714282580175247,25,1,0,33.1260618,-80.0087746,"(33.1260618, -80.0087746)"
South Carolina,Aiken,0,0,0,0,0,0,5,2,4,0,1,0,1934.0,39.0,1638.0,31.0,170872.0,173.19999999999993,4.6818671286108895,9,1,0,33.6005783,-81.6035062,"(33.6005783, -81.6035062)"
South Carolina,Chesterfield,0,0,0,0,0,0,6,1,1,0,0,0,783.0,21.0,712.0,19.0,45650.0,155.5,4.381161007667032,7,1,0,34.6830936,-80.1428584,"(34.6830936, -80.1428584)"
South Carolina,Horry,1,1,0,1,0,4,10,3,2,0,1,0,8678.0,160.0,8235.0,140.0,354081.0,125.20000000000029,5.64842507787766,15,1,0,33.9196567,-78.9288242,"(33.9196567, -78.9288242)"
South Carolina,Abbeville,0,0,0,0,0,0,1,0,4,0,0,0,346.0,9.0,301.0,8.0,24527.0,183.5,4.077139478941574,5,0,0,34.1891221,-82.4752757,"(34.1891221, -82.4752757)"
South Carolina,York,0,0,0,0,0,0,3,0,3,0,0,0,3637.0,29.0,3313.0,28.0,280979.0,115.3000000000002,0.3558984835165617,6,3,0,34.9871367,-81.2518833,"(34.9871367, -81.2518833)"
South Carolina,Marlboro,0,0,0,0,0,0,2,0,2,0,1,0,516.0,4.0,447.0,4.0,26118.0,264.0999999999999,0.0,4,0,0,34.5582435,-79.6951103,"(34.5582435, -79.6951103)"
South Carolina,Lancaster,0,0,0,0,0,0,1,0,3,0,0,0,1247.0,26.0,1101.0,22.0,98012.0,149.0,4.081132922499285,4,3,0,34.7253411,-80.6770787,"(34.7253411, -80.6770787)"
South Carolina,Fairfield,0,0,0,0,0,1,1,1,0,0,0,0,572.0,24.0,540.0,23.0,22347.0,143.19999999999982,4.474873584821229,1,3,0,34.4478348,-81.0754657,"(34.4478348, -81.0754657)"
South Carolina,Florence,0,0,0,0,0,0,2,1,1,0,1,0,3511.0,117.0,3133.0,100.0,138293.0,273.3000000000002,12.29274077502115,3,0,0,33.9828684,-79.6502105,"(33.9828684, -79.6502105)"
South Carolina,Colleton,3,1,0,0,0,5,5,5,2,0,0,0,828.0,34.0,771.0,31.0,37677.0,151.29999999999995,7.96241738991958,11,1,0,32.8242297,-80.7214417,"(32.8242297, -80.7214417)"
South Carolina,Dillon,0,0,0,0,0,0,4,0,2,0,0,0,654.0,25.0,583.0,23.0,30479.0,232.89999999999984,6.5618950752977465,6,0,0,34.3596012,-79.4253776,"(34.3596012, -79.4253776)"
South Carolina,Calhoun,1,0,0,0,0,1,1,0,3,0,1,0,377.0,13.0,339.0,10.0,14553.0,261.0999999999999,20.614306328592043,5,0,0,33.6738638,-80.7657804,"(33.6738638, -80.7657804)"
South Carolina,Charleston,4,1,0,1,0,8,3,1,8,0,0,0,12454.0,203.0,11814.0,178.0,411406.0,155.5999999999999,6.076722264624239,17,1,0,32.7956561,-79.7848422,"(32.7956561, -79.7848422)"
South Carolina,Spartanburg,0,0,0,0,0,0,0,1,5,0,0,0,4172.0,102.0,3838.0,92.0,319785.0,104.39999999999986,3.1271010209984835,5,3,0,34.860551,-81.9534815,"(34.860551, -81.9534815)"
South Carolina,Lexington,1,0,0,0,0,1,1,2,2,0,0,0,5032.0,113.0,4750.0,105.0,298750.0,94.40000000000008,2.6778242677824267,4,3,0,33.9309651,-81.2518833,"(33.9309651, -81.2518833)"
South Carolina,Kershaw,0,0,0,0,0,0,4,3,1,0,0,0,1409.0,27.0,1311.0,23.0,66551.0,147.29999999999973,6.010428092740906,5,3,0,34.3671762,-80.5882803,"(34.3671762, -80.5882803)"
South Carolina,Greenwood,0,0,0,0,0,0,1,1,3,0,0,0,1442.0,18.0,1303.0,16.0,70811.0,196.30000000000015,2.8244199347558996,4,0,0,34.1672949,-82.12783999999999,"(34.1672949, -82.12783999999999)"
South Carolina,Union,0,0,0,0,0,0,2,1,1,0,0,0,375.0,4.0,342.0,3.0,27316.0,120.79999999999997,3.660858105139845,3,3,0,34.6612778,-81.6035062,"(34.6612778, -81.6035062)"
South Carolina,Allendale,1,0,0,0,0,1,1,0,1,0,0,0,232.0,5.0,195.0,3.0,8688.0,425.8000000000001,23.02025782688766,3,0,0,33.0059695,-81.38393260000001,"(33.0059695, -81.38393260000001)"
South Carolina,Bamberg,0,0,0,0,0,0,0,0,2,1,0,0,480.0,24.0,445.0,17.0,14066.0,248.80000000000015,49.765391724726285,2,0,0,33.2074402,-81.0754657,"(33.2074402, -81.0754657)"
South Carolina,McCormick,0,0,0,0,0,0,1,0,1,0,0,0,127.0,2.0,107.0,2.0,9463.0,211.39999999999984,0.0,2,0,0,33.8655162,-82.25832969999999,"(33.8655162, -82.25832969999999)"
South Carolina,Laurens,0,0,0,0,0,0,1,0,2,0,0,0,1349.0,46.0,1244.0,37.0,67493.0,155.5,13.334716192790365,3,3,0,34.5203466,-82.12783999999999,"(34.5203466, -82.12783999999999)"
South Carolina,Sumter,0,0,0,0,0,0,7,2,2,0,0,0,2557.0,52.0,2367.0,45.0,106721.0,178.09999999999994,6.559158928420836,9,1,0,33.9123048,-80.4103957,"(33.9123048, -80.4103957)"
South Carolina,Newberry,0,0,0,0,0,0,2,0,2,0,0,0,855.0,10.0,802.0,9.0,38440.0,137.79999999999973,2.6014568158168574,4,3,0,34.309094,-81.6035062,"(34.309094, -81.6035062)"
South Carolina,Chester,2,0,0,0,0,2,2,0,1,0,0,0,691.0,14.0,583.0,13.0,32244.0,334.9000000000001,3.1013521895546456,5,0,0,34.6707995,-81.1196075,"(34.6707995, -81.1196075)"
South Carolina,Georgetown,0,1,0,0,0,1,8,2,1,3,0,0,1479.0,19.0,1319.0,19.0,62680.0,255.29999999999973,0.0,10,1,0,33.4213399,-79.29021329999999,"(33.4213399, -79.29021329999999)"
South Carolina,Anderson,0,0,0,0,0,0,0,0,3,0,0,0,2405.0,67.0,2155.0,48.0,202558.0,123.39999999999986,9.380029423671244,3,3,0,34.5528328,-82.6483442,"(34.5528328, -82.6483442)"
South Carolina,Pickens,0,0,0,0,0,0,1,1,0,0,0,0,1876.0,27.0,1767.0,23.0,126884.0,85.90000000000009,3.152485735002049,1,3,0,34.9046217,-82.6483442,"(34.9046217, -82.6483442)"
South Carolina,Greenville,0,0,0,0,0,0,3,0,0,0,0,0,11028.0,213.0,10442.0,196.0,523542.0,111.90000000000008,3.247112934587865,3,3,0,34.9297484,-82.34518899999999,"(34.9297484, -82.34518899999999)"
South Carolina,Oconee,0,0,0,0,0,0,0,1,3,0,0,0,844.0,11.0,761.0,7.0,79546.0,104.29999999999997,5.028536947175219,3,3,0,34.74924500000001,-82.99316069999999,"(34.74924500000001, -82.99316069999999)"
South Carolina,Cherokee,0,0,0,0,0,0,0,0,1,0,0,0,668.0,30.0,568.0,28.0,57300.0,174.5,3.4904013961605584,1,3,0,35.0120404,-81.6035062,"(35.0120404, -81.6035062)"
South Carolina,Saluda,0,0,0,0,0,0,2,0,0,0,0,0,465.0,8.0,426.0,8.0,20473.0,190.5,0.0,2,3,0,34.008713,-81.73494199999999,"(34.008713, -81.73494199999999)"
South Carolina,Hampton,0,0,0,0,0,0,1,0,1,0,0,0,444.0,12.0,395.0,7.0,19222.0,255.0,26.011861408802414,2,0,0,32.8084577,-81.1196075,"(32.8084577, -81.1196075)"
North Carolina,Robeson,1,0,0,0,0,1,3,1,10,0,1,0,2845.0,53.0,2682.0,52.0,130625.0,124.8000000000002,0.7655502392344498,14,1,0,34.6383858,-79.1096901,"(34.6383858, -79.1096901)"
North Carolina,Wayne,1,0,0,0,0,0,6,1,2,0,0,0,2435.0,42.0,2330.0,37.0,123131.0,85.29999999999995,4.060715822985276,9,1,0,35.3565499,-77.973865,"(35.3565499, -77.973865)"
North Carolina,Martin,1,1,0,0,0,2,1,1,1,0,0,0,260.0,6.0,245.0,6.0,22440.0,66.79999999999995,0.0,4,3,0,35.8733053,-77.1485163,"(35.8733053, -77.1485163)"
North Carolina,Pasquotank,0,0,0,0,0,0,4,0,0,0,0,0,423.0,20.0,360.0,17.0,39824.0,158.20000000000005,7.533145841703495,4,3,0,36.2927068,-76.317414,"(36.2927068, -76.317414)"
North Carolina,Scotland,0,0,0,0,0,0,3,1,2,0,0,0,362.0,2.0,302.0,2.0,34823.0,172.29999999999995,0.0,5,3,0,34.8451203,-79.4703885,"(34.8451203, -79.4703885)"
North Carolina,Cumberland,2,0,0,0,0,2,1,2,2,0,1,0,3165.0,51.0,2833.0,50.0,335509.0,98.89999999999998,0.2980545976411959,5,3,0,34.9542604,-78.74762079999999,"(34.9542604, -78.74762079999999)"
North Carolina,Johnston,0,0,0,0,0,0,3,0,5,0,0,0,3338.0,47.0,3117.0,44.0,209339.0,105.5,1.4330822254811573,8,1,0,35.4403514,-78.3842227,"(35.4403514, -78.3842227)"
North Carolina,Edgecombe,0,0,0,0,0,0,0,1,3,0,0,0,664.0,13.0,596.0,12.0,51472.0,132.0999999999999,1.9428038545228472,3,3,0,35.8840053,-77.6536125,"(35.8840053, -77.6536125)"
North Carolina,Bertie,0,0,0,0,0,0,4,0,0,0,1,0,280.0,5.0,254.0,5.0,18947.0,137.20000000000005,0.0,4,3,0,36.0245185,-76.964306,"(36.0245185, -76.964306)"
North Carolina,Bladen,2,0,0,0,0,2,6,3,5,0,0,0,626.0,5.0,591.0,7.0,32722.0,107.0,-6.112095837662735,13,1,0,34.5882404,-78.5660852,"(34.5882404, -78.5660852)"
North Carolina,Lenoir,0,0,0,0,0,0,6,1,0,0,0,0,589.0,11.0,538.0,11.0,55949.0,91.10000000000002,0.0,6,3,0,35.2326725,-77.6077865,"(35.2326725, -77.6077865)"
North Carolina,Tyrrell,0,1,0,0,0,1,3,1,1,0,0,0,98.0,1.0,91.0,1.0,4016.0,174.29999999999973,0.0,5,3,0,35.8925537,-76.17837390000001,"(35.8925537, -76.17837390000001)"
North Carolina,Harnett,1,0,0,0,0,1,6,1,3,0,2,0,1318.0,39.0,1178.0,36.0,135976.0,103.0,2.2062716950050008,10,1,0,35.35786480000001,-78.8835548,"(35.35786480000001, -78.8835548)"
North Carolina,Halifax,0,0,0,0,0,0,4,2,3,0,0,0,715.0,6.0,650.0,6.0,50010.0,130.0,0.0,7,1,0,36.2646764,-77.6077865,"(36.2646764, -77.6077865)"
North Carolina,Montgomery,0,0,0,0,0,0,1,0,0,0,0,0,650.0,13.0,601.0,13.0,27173.0,180.29999999999973,0.0,1,3,0,35.3587922,-79.87448359999999,"(35.3587922, -79.87448359999999)"
North Carolina,Chatham,1,0,0,0,0,1,2,0,1,0,0,0,1305.0,55.0,1255.0,50.0,74470.0,67.20000000000005,6.7141130656640255,4,3,0,35.7211289,-79.17806999999999,"(35.7211289, -79.17806999999999)"
North Carolina,Granville,0,0,0,0,0,0,3,0,3,0,1,0,1260.0,29.0,1186.0,26.0,60443.0,122.39999999999986,4.963353903677845,6,3,0,36.2799451,-78.6114999,"(36.2799451, -78.6114999)"
North Carolina,Currituck,1,0,0,0,0,1,4,0,1,0,0,0,73.0,0.0,71.0,0.0,27763.0,7.199999999999988,0.0,6,3,0,36.4189826,-75.94632399999999,"(36.4189826, -75.94632399999999)"
North Carolina,Jones,3,1,0,0,0,4,5,3,0,0,0,0,93.0,4.0,78.0,3.0,9419.0,159.29999999999995,10.616838305552607,9,1,0,35.0306293,-77.3324425,"(35.0306293, -77.3324425)"
North Carolina,Carteret,4,1,0,0,0,5,5,1,1,0,0,0,351.0,5.0,307.0,5.0,69473.0,63.30000000000001,0.0,11,1,0,34.9019263,-76.5488232,"(34.9019263, -76.5488232)"
North Carolina,Onslow,4,2,0,0,0,6,4,0,0,0,2,0,1108.0,11.0,961.0,10.0,197938.0,74.29999999999995,0.5052087017146784,10,1,0,34.6540094,-77.4701972,"(34.6540094, -77.4701972)"
North Carolina,Craven,1,0,0,0,0,1,7,5,0,0,1,0,712.0,15.0,648.0,10.0,102139.0,62.700000000000045,4.895289752200433,8,1,0,35.0877672,-77.0564464,"(35.0877672, -77.0564464)"
North Carolina,Pamlico,3,1,0,0,0,4,2,0,1,0,1,0,73.0,1.0,63.0,1.0,12726.0,78.60000000000002,0.0,7,3,0,35.1337865,-76.6874701,"(35.1337865, -76.6874701)"
North Carolina,Hyde,5,0,0,0,0,5,11,5,2,0,0,0,47.0,0.0,37.0,0.0,4937.0,202.6,0.0,18,1,0,35.3777712,-76.17837390000001,"(35.3777712, -76.17837390000001)"
North Carolina,Randolph,0,0,0,0,0,0,2,0,2,0,0,0,2191.0,37.0,2075.0,36.0,143667.0,80.79999999999995,0.6960540694801172,4,3,0,35.7449531,-79.8296743,"(35.7449531, -79.8296743)"
North Carolina,Camden,2,0,0,0,0,2,0,0,0,0,1,0,73.0,2.0,63.0,2.0,10867.0,92.09999999999992,0.0,2,3,0,36.2600564,-76.0391909,"(36.2600564, -76.0391909)"
North Carolina,Sampson,0,1,0,0,0,2,7,3,4,0,0,0,1516.0,15.0,1431.0,13.0,63531.0,133.79999999999973,3.1480694464119883,12,1,0,34.9197548,-78.3842227,"(34.9197548, -78.3842227)"
North Carolina,Lee,0,0,0,0,0,0,0,0,0,0,0,0,1302.0,11.0,1225.0,11.0,61779.0,124.59999999999992,0.0,0,3,0,35.4693744,-79.1548533,"(35.4693744, -79.1548533)"
North Carolina,Franklin,0,0,0,0,0,0,3,1,3,0,0,0,872.0,26.0,805.0,25.0,69685.0,96.09999999999992,1.4350290593384516,6,3,0,36.0741417,-78.2426748,"(36.0741417, -78.2426748)"
North Carolina,Guilford,0,0,0,0,0,0,1,0,4,0,0,0,5704.0,156.0,5310.0,150.0,537174.0,73.40000000000009,1.1169565168827977,5,3,0,36.0899873,-79.8296743,"(36.0899873, -79.8296743)"
North Carolina,Union,0,0,0,0,0,0,3,0,2,0,0,0,3146.0,43.0,2881.0,43.0,239859.0,110.5,0.0,5,3,0,34.9338651,-80.54384499999999,"(34.9338651, -80.54384499999999)"
North Carolina,Person,0,0,0,0,0,0,0,0,0,0,0,0,226.0,2.0,201.0,2.0,39490.0,63.29999999999996,0.0,0,3,0,36.3528221,-78.9288242,"(36.3528221, -78.9288242)"
North Carolina,Dare,1,2,0,0,0,3,3,0,0,0,0,0,260.0,2.0,260.0,2.0,37009.0,0.0,0.0,6,3,0,35.6549619,-75.62080879999999,"(35.6549619, -75.62080879999999)"
North Carolina,Greene,0,0,0,0,0,0,1,2,1,0,0,0,332.0,3.0,313.0,3.0,21069.0,90.20000000000003,0.0,2,3,0,35.5013936,-77.69941969999999,"(35.5013936, -77.69941969999999)"
North Carolina,Brunswick,7,1,0,0,0,10,12,3,3,0,0,0,1287.0,24.0,1219.0,19.0,142820.0,47.600000000000016,3.5009102366615323,23,1,0,34.0275398,-78.2020387,"(34.0275398, -78.2020387)"
North Carolina,Pender,1,3,0,0,0,4,7,1,2,0,5,0,666.0,3.0,632.0,3.0,63060.0,53.89999999999986,0.0,13,1,0,34.5170729,-77.8367282,"(34.5170729, -77.8367282)"
North Carolina,Duplin,1,0,0,0,0,1,8,5,0,0,0,0,2016.0,48.0,1952.0,47.0,58741.0,108.90000000000008,1.7023884509967484,9,1,0,34.8840095,-78.0195387,"(34.8840095, -78.0195387)"
North Carolina,Pitt,0,0,0,0,0,1,3,0,0,0,0,0,2054.0,11.0,1802.0,11.0,180742.0,139.4000000000001,0.0,3,3,0,35.5589221,-77.4242972,"(35.5589221, -77.4242972)"
North Carolina,Northampton,1,0,0,0,0,1,2,2,4,0,0,0,352.0,16.0,280.0,16.0,19483.0,369.5,0.0,7,0,0,36.4159635,-77.4242972,"(36.4159635, -77.4242972)"
North Carolina,Richmond,0,0,0,0,0,0,1,1,1,0,0,0,516.0,9.0,484.0,8.0,44829.0,71.29999999999995,2.2306988779584644,2,3,0,35.003045,-79.7848422,"(35.003045, -79.7848422)"
North Carolina,Wake,0,0,0,0,0,0,3,3,3,0,1,0,12239.0,175.0,11364.0,134.0,1111761.0,78.70000000000005,3.687842980640623,6,3,0,35.8031909,-78.5660852,"(35.8031909, -78.5660852)"
North Carolina,Rockingham,0,0,0,0,0,0,2,1,1,0,0,0,555.0,3.0,486.0,3.0,91010.0,75.79999999999995,0.0,3,3,0,36.4335041,-79.8296743,"(36.4335041, -79.8296743)"
North Carolina,Hertford,0,0,0,0,0,0,1,1,1,0,0,0,353.0,11.0,307.0,11.0,23677.0,194.30000000000015,0.0,2,3,0,36.3761772,-77.0564464,"(36.3761772, -77.0564464)"
North Carolina,Cabarrus,0,0,0,0,0,0,2,0,0,0,0,0,2655.0,50.0,2466.0,47.0,216453.0,87.29999999999997,1.385982176269213,2,3,0,35.4168123,-80.5882803,"(35.4168123, -80.5882803)"
North Carolina,Beaufort,3,0,0,0,0,3,4,7,0,0,2,0,410.0,2.0,354.0,2.0,46994.0,119.20000000000003,0.0,7,1,0,35.4613504,-76.91820969999999,"(35.4613504, -76.91820969999999)"
North Carolina,Gates,0,0,0,0,0,0,3,0,0,0,0,0,45.0,2.0,45.0,2.0,11562.0,0.0,0.0,3,3,0,36.4202077,-76.6874701,"(36.4202077, -76.6874701)"
North Carolina,Nash,0,0,0,0,0,0,3,0,1,0,0,0,1209.0,12.0,1074.0,12.0,94298.0,143.19999999999982,0.0,4,3,0,35.9597948,-77.973865,"(35.9597948, -77.973865)"
North Carolina,Warren,0,0,0,0,0,0,3,1,1,0,0,0,260.0,6.0,246.0,6.0,19731.0,70.90000000000009,0.0,4,3,0,36.4352131,-78.0195387,"(36.4352131, -78.0195387)"
North Carolina,Anson,0,0,0,0,0,0,2,0,1,0,0,0,332.0,3.0,308.0,2.0,24446.0,98.1999999999998,4.090648776896016,3,3,0,34.9054732,-80.1875065,"(34.9054732, -80.1875065)"
North Carolina,Moore,0,0,0,0,0,0,3,1,1,0,0,0,1021.0,20.0,933.0,20.0,100880.0,87.20000000000003,0.0,4,3,0,35.3674493,-79.4703885,"(35.3674493, -79.4703885)"
North Carolina,Orange,0,0,0,0,0,0,2,0,2,0,0,0,1356.0,48.0,1296.0,45.0,148476.0,40.39999999999998,2.0205285702739837,4,3,0,36.0263022,-79.1096901,"(36.0263022, -79.1096901)"
North Carolina,Cleveland,0,0,0,0,0,0,3,0,1,0,0,0,1208.0,22.0,1087.0,17.0,97947.0,123.5,5.1048015763627275,4,3,0,35.361354,-81.6035062,"(35.361354, -81.6035062)"
North Carolina,Iredell,0,0,0,0,0,0,1,1,1,0,0,0,1879.0,17.0,1728.0,17.0,181806.0,83.0,0.0,2,3,0,35.8310501,-80.89865019999999,"(35.8310501, -80.89865019999999)"
North Carolina,Perquimans,0,0,0,0,0,0,0,2,0,0,0,0,88.0,2.0,73.0,2.0,13463.0,111.39999999999998,0.0,0,3,0,36.1329763,-76.4100267,"(36.1329763, -76.4100267)"
North Carolina,New Hanover,1,1,0,0,0,2,3,0,0,0,0,0,2578.0,20.0,2397.0,19.0,234473.0,77.20000000000005,0.4264883376764062,5,3,0,34.2154913,-77.88245959999999,"(34.2154913, -77.88245959999999)"
North Carolina,Mecklenburg,1,0,0,0,0,1,0,1,1,0,0,0,22487.0,248.0,21316.0,224.0,1110356.0,105.5,2.161468934287742,2,3,0,35.2632655,-80.8543847,"(35.2632655, -80.8543847)"
North Carolina,Forsyth,0,0,0,0,0,1,2,0,1,0,0,0,5317.0,52.0,5007.0,49.0,382295.0,81.09999999999991,0.7847343020442328,3,3,0,36.1200003,-80.1875065,"(36.1200003, -80.1875065)"
North Carolina,Hoke,0,0,0,0,0,0,0,2,2,0,0,0,726.0,11.0,681.0,9.0,55234.0,81.5,3.620958105514719,2,3,0,35.0432488,-79.24511489999999,"(35.0432488, -79.24511489999999)"
North Carolina,Haywood,0,0,0,0,0,0,0,0,1,0,0,0,438.0,14.0,356.0,7.0,62317.0,131.60000000000002,11.232889901631978,1,3,0,35.624394,-82.99316069999999,"(35.624394, -82.99316069999999)"
North Carolina,Columbus,0,0,0,0,0,0,6,1,2,0,1,0,918.0,48.0,838.0,46.0,55508.0,144.0999999999999,3.6030842401095335,8,1,0,34.2548658,-78.74762079999999,"(34.2548658, -78.74762079999999)"
North Carolina,Durham,0,0,0,0,0,1,2,0,0,0,1,0,6221.0,80.0,5946.0,79.0,321488.0,85.59999999999991,0.31105360075648236,2,3,0,36.0221805,-78.9031279,"(36.0221805, -78.9031279)"
North Carolina,Burke,0,0,0,0,0,0,0,3,0,0,0,0,1677.0,26.0,1592.0,26.0,90485.0,93.89999999999986,0.0,0,3,0,35.7616931,-81.73494199999999,"(35.7616931, -81.73494199999999)"
North Carolina,Surry,0,0,0,0,0,0,1,3,0,0,0,0,960.0,10.0,877.0,9.0,71783.0,115.70000000000003,1.393087499825864,1,3,0,36.3743453,-80.6770787,"(36.3743453, -80.6770787)"
North Carolina,Graham,0,0,0,0,0,0,0,0,3,0,0,0,40.0,0.0,29.0,0.0,8441.0,130.29999999999995,0.0,3,3,0,35.3634623,-83.804868,"(35.3634623, -83.804868)"
North Carolina,Catawba,0,0,0,0,0,0,0,1,2,0,0,0,2141.0,28.0,1969.0,25.0,159551.0,107.8000000000002,1.8802765260010905,2,3,0,35.6840748,-81.2518833,"(35.6840748, -81.2518833)"
North Carolina,Jackson,0,0,0,0,0,0,1,1,0,0,0,0,448.0,7.0,407.0,3.0,43938.0,93.30000000000008,9.103737084073012,1,3,0,35.3265409,-83.12200740000002,"(35.3265409, -83.12200740000002)"
North Carolina,Henderson,0,0,0,0,0,0,0,1,0,0,0,0,1495.0,55.0,1420.0,54.0,117417.0,63.79999999999996,0.8516654317517907,0,3,0,35.3725873,-82.4319405,"(35.3725873, -82.4319405)"
North Carolina,Davidson,0,0,0,0,0,0,2,2,1,0,0,0,1797.0,18.0,1675.0,18.0,167609.0,72.79999999999995,0.0,3,3,0,35.7748479,-80.1875065,"(35.7748479, -80.1875065)"
North Carolina,Gaston,0,0,0,0,0,0,1,0,1,0,0,0,3358.0,52.0,3083.0,40.0,224529.0,122.5,5.3445211977072,2,3,0,35.2895651,-81.20781640000001,"(35.2895651, -81.20781640000001)"
North Carolina,Stokes,0,0,0,0,0,0,0,0,2,0,0,0,289.0,3.0,270.0,3.0,45591.0,41.69999999999993,0.0,2,3,0,36.4244396,-80.23213129999999,"(36.4244396, -80.23213129999999)"
North Carolina,Davie,0,0,0,0,0,0,1,0,1,0,0,0,424.0,5.0,387.0,3.0,42846.0,86.39999999999998,4.667880315548709,2,3,0,35.9367033,-80.5882803,"(35.9367033, -80.5882803)"
North Carolina,Cherokee,0,0,0,0,0,0,0,0,1,0,0,0,277.0,4.0,242.0,3.0,28612.0,122.30000000000008,3.4950370473927026,1,3,0,35.1134803,-84.05902900000001,"(35.1134803, -84.05902900000001)"
North Carolina,Wilson,0,0,0,0,0,0,1,0,2,0,0,0,1502.0,34.0,1423.0,34.0,81801.0,96.60000000000014,0.0,3,3,0,35.6925497,-77.88245959999999,"(35.6925497, -77.88245959999999)"
North Carolina,Ashe,0,0,0,0,0,0,0,0,1,0,0,0,165.0,1.0,126.0,1.0,27203.0,143.40000000000003,0.0,1,3,0,36.4339674,-81.47183869999999,"(36.4339674, -81.47183869999999)"
